,rain,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130615-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130615-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130616-053000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130616-060000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130616-063000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130616-070000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130616-073000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130617-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130617-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130617-063000.wav,0,loon
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130617-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130617-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130618-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130618-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130618-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130618-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130618-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130619-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130619-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130619-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130619-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130619-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130620-053000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130620-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130620-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130620-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130620-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130621-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130621-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130621-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130621-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130621-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130622-053000.wav,1,check
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130622-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130622-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130622-070000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130622-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130623-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130623-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130623-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130623-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130623-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130624-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130624-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130624-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130624-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130624-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130625-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130625-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130625-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130625-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130625-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130626-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130626-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130626-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130626-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130626-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130627-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130627-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130627-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130627-070000.wav,0,check
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130627-073000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130628-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130628-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130628-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130628-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130628-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130629-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130629-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130629-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130629-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130629-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130630-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130630-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130630-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130630-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320130630-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140601-053000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140601-060000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140601-063000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140601-070000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140601-073000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140602-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140602-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140602-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140602-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140602-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140603-053000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140603-060000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140603-063000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140603-070000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140603-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140604-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140604-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140604-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140604-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140604-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140605-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140605-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140605-063000.wav,0,check
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140605-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140605-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140606-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140606-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140606-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140606-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140606-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140607-053000.wav,0,frogs
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140607-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140607-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140607-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140607-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140608-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140608-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140608-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140608-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140608-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140609-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140609-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140609-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140609-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140609-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140610-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140610-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140610-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140610-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140610-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140611-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140611-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140611-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140611-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140611-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140612-053000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140612-060000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140612-063000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140612-070000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140612-073000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140613-053000.wav,1,overall more frogs in this year
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140613-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140613-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140613-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140613-073000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140614-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140614-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140614-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140614-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140614-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140615-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140615-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140615-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140615-070000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140615-073000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140616-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140616-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140616-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140616-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140616-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140617-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140617-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140617-063000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140617-070000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140617-073000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140618-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140618-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140618-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140618-070000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140618-073000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140619-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140619-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140619-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140619-070000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140619-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140620-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140620-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140620-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140620-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140620-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140621-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140621-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140621-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140621-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140621-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140622-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140622-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140622-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140622-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140622-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140623-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140623-060000.wav,0,check
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140623-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140623-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140623-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140624-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140624-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140624-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140624-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140624-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140625-053000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140625-060000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140625-063000.wav,1,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140625-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140625-073000.wav,0,some bizarre sounding insect or hummingbird
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140626-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140626-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140626-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140626-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140626-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140627-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140627-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140627-063000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140627-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140627-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140628-053000.wav,0,check
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140628-060000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140628-063000.wav,0,dog
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140628-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140628-073000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140629-053000.wav,0,check
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140629-060000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140629-063000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140629-070000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140629-073000.wav,0,wind
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140630-053000.wav,0,
/home/jeffdoser/Dropbox/Sounds for Jeff/ALL LA SITES-YEARS-0530-0700/LA0320140630-060000.wav,1,
